npsn,nama_sekolah,alamat,kelurahan,status,kecamatan,kabupaten,jenjang
20202179,SD NEGERI NEGLA,Kp. Cihaurseah,Tanjung,NEGERI,Jampang Kulon,Kab. Sukabumi,dikdas
20253880,SD NEGERI NYALINDUNG,Jln Nyalindung,Bojongsari,NEGERI,Jampang Kulon,Kab. Sukabumi,dikdas
20202007,SD NEGERI PASIRGOMBONG,Kp Pasirgombong,CIKARANGGEUSAN,NEGERI,Jampang Kulon,Kab. Sukabumi,dikdas
20202067,SD NEGERI PASIRMALANG,JL.PASIRMALANG DS.TANJUNG KEC. JAMPANG KULON,Tanjung,NEGERI,Jampang Kulon,Kab. Sukabumi,dikdas
20202466,SD NEGERI PURBASARI,Kp Raya Purbasari,Karanganyar,NEGERI,Jampang Kulon,Kab. Sukabumi,dikdas
20202470,SD NEGERI PURWASEDAR,Jl Ciburial,Padajaya,NEGERI,Jampang Kulon,Kab. Sukabumi,dikdas
69961007,SDN CIKARET,Jl. Cikaret No. 1,Mekarjaya,NEGERI,Jampang Kulon,Kab. Sukabumi,dikdas
20253881,SDS DARUL AMAL,Kp. Selajati,Bojong Genteng,SWASTA,Jampang Kulon,Kab. Sukabumi,dikdas
20202401,SMP NEGERI 1 JAMPANGKULON,Jl. Cibarusah No. 1 Jampangkulon,Tanjung,NEGERI,Jampang Kulon,Kab. Sukabumi,dikdas
20202373,SMP NEGERI 2 JAMPANGKULON,Jl. Curughilir,Mekarjaya,NEGERI,Jampang Kulon,Kab. Sukabumi,dikdas
20202365,SMP NEGERI 3 JAMPANGKULON,Jalan Talagasari Rt.001 Rw. 004 Desa Bojongsari Kec. Jampangkulon,Bojongsari,NEGERI,Jampang Kulon,Kab. Sukabumi,dikdas
69830504,SMP NEGERI 4 JAMPANGKULON,Jl. Sukamaju,Nagraksari,NEGERI,Jampang Kulon,Kab. Sukabumi,dikdas
60728829,SMP NEGERI 5 JAMPANGKULON SATU ATAP,Jl. Karangnyar Km. 8 Jampangkulon,Karanganyar,NEGERI,Jampang Kulon,Kab. Sukabumi,dikdas
69758944,SMP NEGERI 7 JAMPANGKULON SATU ATAP,JL. PERKEBUNAN MATARAM,Karanganyar,NEGERI,Jampang Kulon,Kab. Sukabumi,dikdas
69962321,SMP NEGERI 8 JAMPANGKULON SATU ATAP,Kp. Pasirgombong,CIKARANGGEUSAN,NEGERI,Jampang Kulon,Kab. Sukabumi,dikdas
20252038,SMP TERPADU DARUL AMAL,Jl. Cikaso Kp. Selajati Rt. 02 Rw. 01,Bojong Genteng,SWASTA,Jampang Kulon,Kab. Sukabumi,dikdas
69965821,SMPT NU PUJJA YANPA`UNA,Jl. Raya Citamaga 2 Km. 01 RT 08 RW 03,Ciparay,SWASTA,Jampang Kulon,Kab. Sukabumi,dikdas
60707357,MIS BANGKONOL,Kampung Bangkonol,Kalibunder,SWASTA,Kalibunder,Kab. Sukabumi,dikdas
60707355,MIS CINARINGGUL,Kampung Cinaringgul,Sekarsari,SWASTA,Kalibunder,Kab. Sukabumi,dikdas
70006210,MIS CITANGKIL,KP. CITANGKIL RT. 020/005,Kalibunder,SWASTA,Kalibunder,Kab. Sukabumi,dikdas
60707356,MIS TEGALLEGA,Kampung Tegallega Rt.17 Rw.04,Sukaluyu,SWASTA,Kalibunder,Kab. Sukabumi,dikdas
20277832,MTSS AL-IKHLAS,Kp. Cinaringgul Rt 06/rw 03,Kalibunder,SWASTA,Kalibunder,Kab. Sukabumi,dikdas
20277833,MTSS NURUL HIKMAH,Jl. Cijulang Rt. 003 Rw. 001,Mekarwangi,SWASTA,Kalibunder,Kab. Sukabumi,dikdas
20277831,MTSS NURUL ISLAM,Jl. Kalibunder,Kalibunder,SWASTA,Kalibunder,Kab. Sukabumi,dikdas
20202875,SD NEGERI 1 BOJONG,Jl. Raya Bojong,Bojong,NEGERI,Kalibunder,Kab. Sukabumi,dikdas
20203205,SD NEGERI 1 CIMAHPAR,Kp. Cisaat,Cimahpar,NEGERI,Kalibunder,Kab. Sukabumi,dikdas
20253975,SD NEGERI 1 KALIBUNDER,Jalan Raya Kalibunder,Kalibunder,NEGERI,Kalibunder,Kab. Sukabumi,dikdas
20202877,SD NEGERI 2 BOJONG,Jln. babakan,Balekambang,NEGERI,Kalibunder,Kab. Sukabumi,dikdas
20203197,SD NEGERI 2 CIMAHPAR,Jl. Raya Sekarsari,Sekarsari,NEGERI,Kalibunder,Kab. Sukabumi,dikdas
20202120,SD NEGERI 2 KALIBUNDER,Jl. Raya Kalibunder,Kalibunder,NEGERI,Kalibunder,Kab. Sukabumi,dikdas
20202889,SD NEGERI 3 BOJONG,Kp. Pasirucing,Bojong,NEGERI,Kalibunder,Kab. Sukabumi,dikdas
20203198,SD NEGERI 3 CIMAHPAR,Kp. Ciawi,Cimahpar,NEGERI,Kalibunder,Kab. Sukabumi,dikdas
20203199,SD NEGERI 4 CIMAHPAR,Jln. Cigadung,Sekarsari,NEGERI,Kalibunder,Kab. Sukabumi,dikdas
20202754,SD NEGERI BANGKONOL,Kp. Cimurilit,Sukaluyu,NEGERI,Kalibunder,Kab. Sukabumi,dikdas
20202830,SD NEGERI BOJONGSARI,Jalan Raya Bojong-Kalibunder No 16,Sukaluyu,NEGERI,Kalibunder,Kab. Sukabumi,dikdas
20202633,SD NEGERI CIAWI,Jl Ciawi,Sekarsari,NEGERI,Kalibunder,Kab. Sukabumi,dikdas
20202591,SD NEGERI CIBINONG,Kp. Cibinong,Sekarsari,NEGERI,Kalibunder,Kab. Sukabumi,dikdas
20203128,SD NEGERI CIJULANG,Jl. Cijulang,Mekarwangi,NEGERI,Kalibunder,Kab. Sukabumi,dikdas
20203081,SD NEGERI CIKUDA,JL.CIKUDA,Cimahpar,NEGERI,Kalibunder,Kab. Sukabumi,dikdas
20202185,SD NEGERI NEGLASARI,Jl.Cikoneng Desa Kalibunder KEC. Kalibunder,Kalibunder,NEGERI,Kalibunder,Kab. Sukabumi,dikdas
20202477,SD NEGERI PUNCAKMANGGAH,Jln. Puncakmanggah,Cimahpar,NEGERI,Kalibunder,Kab. Sukabumi,dikdas
20202479,SD NEGERI PUNCAKMANGGU,Kp. Cigarung,Balekambang,NEGERI,Kalibunder,Kab. Sukabumi,dikdas
20202457,SD NEGERI SINARMEKAR,Kp. Pamoyanan,Bojong,NEGERI,Kalibunder,Kab. Sukabumi,dikdas
20202564,SD NEGERI SUKASARI,KALIBUNDER KEC. Kalibunder,Kalibunder,NEGERI,Kalibunder,Kab. Sukabumi,dikdas
20202505,SD NEGERI TALAGAMURNI,Jl. Cimahpar,Cimahpar,NEGERI,Kalibunder,Kab. Sukabumi,dikdas
20202306,SD NEGERI TENJOLAUT,Kp. Citapos,Balekambang,NEGERI,Kalibunder,Kab. Sukabumi,dikdas
20202298,SD NEGERI TENJORESMI,Jalan Cilimus No. 02,Mekarwangi,NEGERI,Kalibunder,Kab. Sukabumi,dikdas
20253976,SDN BANYURESMI,Kp Pasir Kadu,Sukaluyu,NEGERI,Kalibunder,Kab. Sukabumi,dikdas
20253977,SDN BUNIWANGI,JL. TEGALLEGA,Kalibunder,NEGERI,Kalibunder,Kab. Sukabumi,dikdas
20202406,SMP NEGERI 1 KALIBUNDER,Jl. Raya Kalibunder,Kalibunder,NEGERI,Kalibunder,Kab. Sukabumi,dikdas
20253647,SMP NEGERI 2 KALIBUNDER,Jalan Raya Cimahpar,Cimahpar,NEGERI,Kalibunder,Kab. Sukabumi,dikdas
20268176,SMP NEGERI 3 KALIBUNDER,Kp. Babakanlapang,Bojong,NEGERI,Kalibunder,Kab. Sukabumi,dikdas
20258423,SMP NEGERI 4 KALIBUNDER,KALIBUNDER,Balekambang,NEGERI,Kalibunder,Kab. Sukabumi,dikdas
20253638,SMP NEGERI 5 KALIBUNDER SATU ATAP,JLN. TEGALLEGA,Kalibunder,NEGERI,Kalibunder,Kab. Sukabumi,dikdas
20268793,SMP NEGERI 6 KALIBUNDER SATU ATAP,Jl. Cibinong,Sekarsari,NEGERI,Kalibunder,Kab. Sukabumi,dikdas
69955885,Yasni,Kp. Bangkonol Rt 10 Rw 03,Sukaluyu,SWASTA,Kalibunder,Kab. Sukabumi,dikdas
70027653,MI CIPANENGAH,"Kp. Cipanengah, RT 010/004",Sirnamekar,SWASTA,Tegalbuleud,Kab. Sukabumi,dikdas
60707463,MIS BOJONG KALONG,BABAKAN SIRNA,Bangbayang,SWASTA,Tegalbuleud,Kab. Sukabumi,dikdas
60707465,MIS CIBEUREUM,KP. CIBEUREUM RT. 01/08,Rambay,SWASTA,Tegalbuleud,Kab. Sukabumi,dikdas
60707466,MIS CIJAMBE,kp. cijambe,Bangbayang,SWASTA,Tegalbuleud,Kab. Sukabumi,dikdas
70009690,MIS DARUL A`LA,KP. RANCAERANG rt 005/002,Buniasih,SWASTA,Tegalbuleud,Kab. Sukabumi,dikdas
60707467,MIS KARANG ANYAR,KP.CIJOHO RT 12 RW 05,Calingcing,SWASTA,Tegalbuleud,Kab. Sukabumi,dikdas
60707469,MIS MANUKUR,Kp. Munukur RT. 02/01,Calingcing,SWASTA,Tegalbuleud,Kab. Sukabumi,dikdas
60707468,MIS PUNCAK KADONDONG,Kp. Puncak Kadongdong RT 29/08,Nangela,SWASTA,Tegalbuleud,Kab. Sukabumi,dikdas
60707464,MIS RAMBAY,KP. BUNISARI 01/02,Buniasih,SWASTA,Tegalbuleud,Kab. Sukabumi,dikdas
20277916,MTSS ASH - SHOBARI,Kp. Babakansirna Rt. 004/002,Sirnamekar,SWASTA,Tegalbuleud,Kab. Sukabumi,dikdas
20277915,MTSS DARUL ULUM,Jl. Raya Rambay No.05 Rt 01/01 Desa Rambay,Rambay,SWASTA,Tegalbuleud,Kab. Sukabumi,dikdas
20277917,MTSS MADANIYAH 2,Kp. Langensari Desa TegalBuled,Tegalbuleud,SWASTA,Tegalbuleud,Kab. Sukabumi,dikdas
20277918,MTSS RIYADLUL MUTAALIMIN,Kp. Ciburuy Rt 005/001,Tegalbuleud,SWASTA,Tegalbuleud,Kab. Sukabumi,dikdas
20202752,SD NEGERI BANGBAYANG,Jalan Buniwangi,Bangbayang,NEGERI,Tegalbuleud,Kab. Sukabumi,dikdas
20202861,SD NEGERI BUNIASIH,Kp.cilame,Buniasih,NEGERI,Tegalbuleud,Kab. Sukabumi,dikdas
20202864,SD NEGERI BUNIWANGI,kp.ciparapat,Bangbayang,NEGERI,Tegalbuleud,Kab. Sukabumi,dikdas
69759277,SD NEGERI CALINGCING,Kp.calingcing,Calingcing,NEGERI,Tegalbuleud,Kab. Sukabumi,dikdas
20202594,SD NEGERI CIBEUREUM,Jl. Muara Cikaso,Buniasih,NEGERI,Tegalbuleud,Kab. Sukabumi,dikdas
20202665,SD NEGERI CIJOHO,Kp. Puncakjengkol,Tegalbuleud,NEGERI,Tegalbuleud,Kab. Sukabumi,dikdas
20203133,SD NEGERI CIKADU,Kp.cikadu,Sumberjaya,NEGERI,Tegalbuleud,Kab. Sukabumi,dikdas
20203138,SD NEGERI CIKASO,Kp.pasirsalam,Nangela,NEGERI,Tegalbuleud,Kab. Sukabumi,dikdas
20204484,SD NEGERI CIKAWUNG,Kp.cikawung,Rambay,NEGERI,Tegalbuleud,Kab. Sukabumi,dikdas
20203082,SD NEGERI CIKUPA,Kp. Cikupa,Nangela,NEGERI,Tegalbuleud,Kab. Sukabumi,dikdas
20203108,SD NEGERI CILAMPAHAN,Kp.kiaralawang,Sumberjaya,NEGERI,Tegalbuleud,Kab. Sukabumi,dikdas
20202936,SD NEGERI DATARNANGKA,Kp.citamiang,Tegalbuleud,NEGERI,Tegalbuleud,Kab. Sukabumi,dikdas
20202138,SD NEGERI KARANGANYAR,Kp.Datarhaur,Tegalbuleud,NEGERI,Tegalbuleud,Kab. Sukabumi,dikdas
20202242,SD NEGERI MALANGBONG,Cadasmalang,Nangela,NEGERI,Tegalbuleud,Kab. Sukabumi,dikdas
20201933,SD NEGERI PANGINUMAN,Kp Panginuman,Tegalbuleud,NEGERI,Tegalbuleud,Kab. Sukabumi,dikdas
20202002,SD NEGERI PASIRLAJA,Kp.pasirlaja,Sumberjaya,NEGERI,Tegalbuleud,Kab. Sukabumi,dikdas
20202476,SD NEGERI PUNCAKMALANDING,Kp.caringindua,Sumberjaya,NEGERI,Tegalbuleud,Kab. Sukabumi,dikdas
20202482,SD NEGERI RAMBAY,Kp.cikukulu,Rambay,NEGERI,Tegalbuleud,Kab. Sukabumi,dikdas
20202494,SD NEGERI RANCAERANG,Kp. Rancaerang,Buniasih,NEGERI,Tegalbuleud,Kab. Sukabumi,dikdas
69771421,SD NEGERI SUKASARI,Kp. Cilampahan,Sumberjaya,NEGERI,Tegalbuleud,Kab. Sukabumi,dikdas
20202513,SD NEGERI SUMBERJAYA,Kp.sumberjaya,Sumberjaya,NEGERI,Tegalbuleud,Kab. Sukabumi,dikdas
20202339,SMP NEGERI 1 TEGALBULEUD,Jl. Siliwangi No. 10,Buniasih,NEGERI,Tegalbuleud,Kab. Sukabumi,dikdas
20253637,SMP NEGERI 2 TEGALBULEUD SATU ATAP,Kp. Pasir Salam,Nangela,NEGERI,Tegalbuleud,Kab. Sukabumi,dikdas
20254212,SMP NEGERI 3 TEGALBULEUD SATU ATAP,Kp. Datarhaur,Tegalbuleud,NEGERI,Tegalbuleud,Kab. Sukabumi,dikdas
69830470,SMP NEGERI 4 TEGALBULEUD SATU ATAP,KP. CIKADU,Sumberjaya,NEGERI,Tegalbuleud,Kab. Sukabumi,dikdas
20268209,SMP TERPADU ALFIYYAH,Jl. Gunung Jati No.1,Bangbayang,SWASTA,Tegalbuleud,Kab. Sukabumi,dikdas
70052767,SMPS TERPADU BAKTI INSANI,Kp. Karanganyar RT. 002 RW. 005,Tegalbuleud,SWASTA,Tegalbuleud,Kab. Sukabumi,dikdas
60707378,MIS BATULAYANG,KP. BATULAYANG,Bantarsari,SWASTA,Pabuaran,Kab. Sukabumi,dikdas
60707376,MIS BATUNUNGGUL,KP. BATUNUNGGUL,Cibadak,SWASTA,Pabuaran,Kab. Sukabumi,dikdas
60707379,MIS CICAYUR,KP. CICAYUR,Ciwalat,SWASTA,Pabuaran,Kab. Sukabumi,dikdas
60707380,MIS CIPATAT,KP. CIPATAT,Sukajaya,SWASTA,Pabuaran,Kab. Sukabumi,dikdas
69982919,MIS DARMAWANGI,JL. TALAGA DARMAWANGI,Sirnasari,SWASTA,Pabuaran,Kab. Sukabumi,dikdas
69854190,MIS DARUL AMAL,KP. CIGEMBONG RT 15/04,Kec. Pabuaran,SWASTA,Pabuaran,Kab. Sukabumi,dikdas
60707381,MIS DARUL FALAH,KP. DATARKONDANG 022/005,Bantarsari,SWASTA,Pabuaran,Kab. Sukabumi,dikdas
60707377,MIS PARAKANTIGA,"Kp. Babakanjambu, Rt.25/09",Sirnasari,SWASTA,Pabuaran,Kab. Sukabumi,dikdas
69982916,MIS PASIR GOMONG,KP. PASIR GOMONG,Cibadak,SWASTA,Pabuaran,Kab. Sukabumi,dikdas
20277857,MTSS ASSHOHIBIYAH,Kp. Sirnasari - Rt.06/03,Sirnasari,SWASTA,Pabuaran,Kab. Sukabumi,dikdas
20277855,MTSS AZ-ZAKARIYAH,"Kp.cigembong, Rt. 014/004",Bantarsari,SWASTA,Pabuaran,Kab. Sukabumi,dikdas
20277856,MTSS BABUSSALAM,"Kp. Babakanjambu, Rt. 25/09",Pabuaran,SWASTA,Pabuaran,Kab. Sukabumi,dikdas
20277859,MTSS BANI UTSMAN,Kp. Tegalsadang Rt.34/08,Pabuaran,SWASTA,Pabuaran,Kab. Sukabumi,dikdas
20277860,MTSS INSAN KAMIL,Kp. Citampian Rt 36/08,Bantarsari,SWASTA,Pabuaran,Kab. Sukabumi,dikdas
20277853,MTSS JAMIATUL KHAIR,Jl. Bojonggenteng - Pabuaran,Kec. Pabuaran,SWASTA,Pabuaran,Kab. Sukabumi,dikdas
69983241,MTSS MADANI MANDIRI,KP. CIANGRIT,Cibadak,SWASTA,Pabuaran,Kab. Sukabumi,dikdas
20277858,MTSS RAUDHOTUSSADIYAH,Kp. Situgede Rt 26/ Rw 06,Bantarsari,SWASTA,Pabuaran,Kab. Sukabumi,dikdas
69983363,MTSS YASIRA,KP. PEMUKIMAN,Kec. Pabuaran,SWASTA,Pabuaran,Kab. Sukabumi,dikdas
20203098,SD NEGERI 1 CILELE,Jl. Sirnasari,Sirnasari,NEGERI,Pabuaran,Kab. Sukabumi,dikdas
20202776,SD NEGERI BANTARSARI,Jl. Citampian,Bantarsari,NEGERI,Pabuaran,Kab. Sukabumi,dikdas
20202910,SD NEGERI BATULAYANG,Jl Datarpuspa KM 26,Bantarsari,NEGERI,Pabuaran,Kab. Sukabumi,dikdas
20202895,SD NEGERI BOJONGHAUR,Kp. Cigunungherang,Bantarsari,NEGERI,Pabuaran,Kab. Sukabumi,dikdas
20202597,SD NEGERI CIBEBER,Kp.cibeber,Sirnasari,NEGERI,Pabuaran,Kab. Sukabumi,dikdas
69759843,SD NEGERI CIBUNGUR,Kp.cibungur,Cibadak,NEGERI,Pabuaran,Kab. Sukabumi,dikdas
20202746,SD NEGERI CICALOBAK,Kp. Cicalobak Rt.01/01,Sukajaya,NEGERI,Pabuaran,Kab. Sukabumi,dikdas
20203097,SD NEGERI CILELE II,Kp.cilele,Sirnasari,NEGERI,Pabuaran,Kab. Sukabumi,dikdas
20202950,SD NEGERI CITALAGA,Kp. Citalaga,Ciwalat,NEGERI,Pabuaran,Kab. Sukabumi,dikdas
20202941,SD NEGERI CIWALAT,Kp. Ciselut,Ciwalat,NEGERI,Pabuaran,Kab. Sukabumi,dikdas
20202932,SD NEGERI DARMAWANGI,Jl. Pondokngowo,Sirnasari,NEGERI,Pabuaran,Kab. Sukabumi,dikdas
20202935,SD NEGERI DATARLIMUS,"Jl.cibadak , No 45",Cibadak,NEGERI,Pabuaran,Kab. Sukabumi,dikdas
20202993,SD NEGERI HARAPAN,Jl. Nagrak Rt. 14/03,Ciwalat,NEGERI,Pabuaran,Kab. Sukabumi,dikdas
20202142,SD NEGERI KARYAUTAMA,Kp.singon,Bantarsari,NEGERI,Pabuaran,Kab. Sukabumi,dikdas
20202102,SD NEGERI LEGOKSAMPORA,Jl. Legoksampora,Cibadak,NEGERI,Pabuaran,Kab. Sukabumi,dikdas
20202209,SD NEGERI LEMBURSAWAH,Kp. Puncakbitung,Lembursawah,NEGERI,Pabuaran,Kab. Sukabumi,dikdas
20201960,SD NEGERI PABUARAN,Jl. Puncaktugu No 03,Pabuaran,NEGERI,Pabuaran,Kab. Sukabumi,dikdas
20202061,SD NEGERI PASIRBITUNG,PABUARAN KEC. PABUARAN,Pabuaran,NEGERI,Pabuaran,Kab. Sukabumi,dikdas
20202019,SD NEGERI PINANGJAJAR,Kp. PINANGJAJAR,Cibadak,NEGERI,Pabuaran,Kab. Sukabumi,dikdas
20202471,SD NEGERI PUNCAKTUGU,Jl. Pabuaran No 17,Pabuaran,NEGERI,Pabuaran,Kab. Sukabumi,dikdas
20202447,SD NEGERI SIRNAMUKTI,Kp.sirnamukti,Sukajaya,NEGERI,Pabuaran,Kab. Sukabumi,dikdas
20202531,SD NEGERI TEGALSADANG,Jl. Tegalsadang,Bantarsari,NEGERI,Pabuaran,Kab. Sukabumi,dikdas
20202291,SD NEGERI TIPAR,Jl. Rancagoong No. 2,Lembursawah,NEGERI,Pabuaran,Kab. Sukabumi,dikdas
69989354,SMP AL MUHTAR,Jln. Cigunungherang,Bantarsari,SWASTA,Pabuaran,Kab. Sukabumi,dikdas
20202351,SMP NEGERI 1 PABUARAN,Jl. Pabuaran No. 15,Pabuaran,NEGERI,Pabuaran,Kab. Sukabumi,dikdas
20202378,SMP NEGERI 2 PABUARAN,Jl. Sadang,Bantarsari,NEGERI,Pabuaran,Kab. Sukabumi,dikdas
20254235,SMP NEGERI 3 PABUARAN,Jl. Desa Ciwalat No. 3,Ciwalat,NEGERI,Pabuaran,Kab. Sukabumi,dikdas
69851391,SMP NEGERI 4 PABUARAN SATU ATAP,Kp. Cicalobak,Sukajaya,NEGERI,Pabuaran,Kab. Sukabumi,dikdas
60707366,MIS AL GHIFARI,Kp. Sodong,Tegallega,SWASTA,Lengkong,Kab. Sukabumi,dikdas
60707364,MIS BANTAR SARI,Kp.Bantarsari Rt 26/07,Neglasari,SWASTA,Lengkong,Kab. Sukabumi,dikdas
60707362,MIS BOJONGHAUR,Kp. Bojonghaur  RT. 12/03,Neglasari,SWASTA,Lengkong,Kab. Sukabumi,dikdas
60707365,MIS CIMANGGU,Kp. Cimanggu RT 20/05,Cilangkap,SWASTA,Lengkong,Kab. Sukabumi,dikdas
69819506,MIS Tarbiyatul Saadah,Kp. Jantra Rt. 30/06 Desa Tegallega,Lengkong,SWASTA,Lengkong,Kab. Sukabumi,dikdas
60707363,MIS TEGALDATAR,KP. TEGALDATAR,Neglasari,SWASTA,Lengkong,Kab. Sukabumi,dikdas
60707361,MIS WANGUN,Kp. Tugujaya RT 01/01,Langkapjaya,SWASTA,Lengkong,Kab. Sukabumi,dikdas
70059263,MTs AL-KHOPIIYAH,Kp. Tugujaya RT 001/001,Langkapjaya,SWASTA,Lengkong,Kab. Sukabumi,dikdas
69983102,MTSS AL RAHMAN,KP. CIBADAK RT 028/08,Neglasari,SWASTA,Lengkong,Kab. Sukabumi,dikdas
20277838,MTSS ALHIBSIYAH,Kp Sampora,Lengkong,SWASTA,Lengkong,Kab. Sukabumi,dikdas
20277839,MTSS ANAK BANGSA,Kp. Cijulang Rt.09 Rw.03,Cilangkap,SWASTA,Lengkong,Kab. Sukabumi,dikdas
20277836,MTSS ASSOBANDIYAH,Jl.taman Pendidikan No.35 Bojonghaur Rt 01/01,Neglasari,SWASTA,Lengkong,Kab. Sukabumi,dikdas
20277837,MTSS BUMI PERSADA,Kp. Cimanggu Rt. 021 Rw. 05,Kec. Lengkong,SWASTA,Lengkong,Kab. Sukabumi,dikdas
70009683,MTSS TARBIYATUL SAADAH,JL. JANTRA,Tegallega,SWASTA,Lengkong,Kab. Sukabumi,dikdas
69928077,MTsSBumi Persada 2,Kp. Tegal Datar Rt 19/05,Tegallega,SWASTA,Lengkong,Kab. Sukabumi,dikdas
69985353,SD DARUL`AMAL,Jl. Cikaso Kp. Tipar,Tegallega,SWASTA,Lengkong,Kab. Sukabumi,dikdas
20203113,SD NEGERI 1 CILANGKAP,Kp. Cingenca Rt 16/06,Cilangkap,NEGERI,Lengkong,Kab. Sukabumi,dikdas
20202213,SD NEGERI 1 LENGKONG,Jl.raya Lengkong,Lengkong,NEGERI,Lengkong,Kab. Sukabumi,dikdas
20203104,SD NEGERI 2 CILANGKAP,KP. CIJERUK,Cilangkap,NEGERI,Lengkong,Kab. Sukabumi,dikdas
20202214,SD NEGERI 2 LENGKONG,Jl. Mataram,Lengkong,NEGERI,Lengkong,Kab. Sukabumi,dikdas
20202833,SD NEGERI BOJONG TUGU,Kp.bojong Tugu,Langkapjaya,NEGERI,Lengkong,Kab. Sukabumi,dikdas
20202867,SD NEGERI CADAS NGAMPAR,Kp. Sirna Hurip,Neglasari,NEGERI,Lengkong,Kab. Sukabumi,dikdas
20202657,SD NEGERI CIBADAK,"KP.CIBADAK ,RT/29,RW/08",Neglasari,NEGERI,Lengkong,Kab. Sukabumi,dikdas
20202648,SD NEGERI CIBANDUNG,Kp.cibandung,Tegallega,NEGERI,Lengkong,Kab. Sukabumi,dikdas
20203137,SD NEGERI CIKASO,KP. CIBURIH,Cilangkap,NEGERI,Lengkong,Kab. Sukabumi,dikdas
69898952,SD NEGERI CIKUPA,Kp. Cikupa,Lengkong,NEGERI,Lengkong,Kab. Sukabumi,dikdas
20203219,SD NEGERI CIMUDA,Kp.cimuda,Neglasari,NEGERI,Lengkong,Kab. Sukabumi,dikdas
20202973,SD NEGERI CISIREUM,Jl. Cisireum Rt. 10 Rw. 03 Desa Langkapjaya Kec. Lengkong,Langkapjaya,NEGERI,Lengkong,Kab. Sukabumi,dikdas
20202978,SD NEGERI CISUREN,Kp.cisuren,Langkapjaya,NEGERI,Lengkong,Kab. Sukabumi,dikdas
20202918,SD NEGERI CIWANGI,Kp.ciwangi,Lengkong,NEGERI,Lengkong,Kab. Sukabumi,dikdas
20202215,SD NEGERI LENGSAR,Kp.Lengsar RT. 02/01,Cilangkap,NEGERI,Lengkong,Kab. Sukabumi,dikdas
20201964,SD NEGERI NEGLASARI,NEGLASARI KEC. LENGKONG,Neglasari,NEGERI,Lengkong,Kab. Sukabumi,dikdas
20201976,SD NEGERI PALASARI,KP.PALASARI,Cilangkap,NEGERI,Lengkong,Kab. Sukabumi,dikdas
20202060,SD NEGERI PASIRBENDA,Kp.pasirbenda,Tegallega,NEGERI,Lengkong,Kab. Sukabumi,dikdas
20202527,SD NEGERI TEGALLEGA,JL. LAPANG TEGALLEGA,Tegallega,NEGERI,Lengkong,Kab. Sukabumi,dikdas
69972233,SMP INSAN CENDEKIA ARRASYID,Jl. Balaidesa Neglasari No. 08 Kp. Cempaka-Bojonghaur RT 15/03,Neglasari,SWASTA,Lengkong,Kab. Sukabumi,dikdas
69871325,SMP ISLAM TERPADU NURUL IMAN,Jalan Raya Bojonghaur No. 80 RT 02 RW 01 Des.Neglasari Kec.Lengkong Kab.Sukabumi,Neglasari,SWASTA,Lengkong,Kab. Sukabumi,dikdas
69764513,SMP IT AL-KAFAH,KP. SIRNAHURIP RT 25/06,Neglasari,SWASTA,Lengkong,Kab. Sukabumi,dikdas
20202408,SMP NEGERI 1 LENGKONG,Jl.raya Tegallega,Tegallega,NEGERI,Lengkong,Kab. Sukabumi,dikdas
20202375,SMP NEGERI 2 LENGKONG,Jl. Cilangkap No. 94,Cilangkap,NEGERI,Lengkong,Kab. Sukabumi,dikdas
69851380,SMP NEGERI 3 LENGKONG SATU ATAP CISUREN,Kp. Cisuren,Langkapjaya,NEGERI,Lengkong,Kab. Sukabumi,dikdas
69976264,AL-WASILAH 02,Kp. Sukaresmi RT 01/04,Bojongkerta,SWASTA,Warung Kiara,Kab. Sukabumi,dikdas
60707481,MI BANTAR KALONG,Kampung Bantarkalong Rt 01 Rw 01,Hegarmanah,SWASTA,Warung Kiara,Kab. Sukabumi,dikdas
60707477,MI CICAREUH,Kp. Cicareuh RT. 001 RW. 004,Warungkiara,SWASTA,Warung Kiara,Kab. Sukabumi,dikdas
60707484,MIS AL MUHAJIRIN,Jln. Pelabuhanratu KM 29 Kp. Babakan Baru RT 05 RW 02,Sukaharja,SWASTA,Warung Kiara,Kab. Sukabumi,dikdas
60707478,MIS BOJONG MALANG,Kp. Bojongmalang Rt 02/09 Desa Warungkiara,Bojongkerta,SWASTA,Warung Kiara,Kab. Sukabumi,dikdas
60707475,MIS BOJONGHAUR,"Kp. Pasirgerong, RT. 09/01",Bantarkalong,SWASTA,Warung Kiara,Kab. Sukabumi,dikdas
60707476,MIS CIGADOG,Kp. Cigadog RT. 04 RW. 06,Kec. Warung Kiara,SWASTA,Warung Kiara,Kab. Sukabumi,dikdas
60707480,MIS KEDUNG,Kp. Kedung Rt.01/07,Hegarmanah,SWASTA,Warung Kiara,Kab. Sukabumi,dikdas
60707482,MIS KOPENG,Kp. KOPENG RT 02 RW 09,Bojongkerta,SWASTA,Warung Kiara,Kab. Sukabumi,dikdas
60707485,MIS NURUL ISHLAH,Kp. Tegaldatar RT 01 RW 02,Hegarmanah,SWASTA,Warung Kiara,Kab. Sukabumi,dikdas
60707479,MIS SIMPENAN,Kp Simpenan RT.01 RW.01,KERTAMUKTI,SWASTA,Warung Kiara,Kab. Sukabumi,dikdas
60707483,MIS TARBIYATUL AULAD TARISI,Jalan Pelabuhan Ratu Km. 27 Kp. Tarisi RT. 01 RW. 04,Tarisi,SWASTA,Warung Kiara,Kab. Sukabumi,dikdas
