npsn,nama_sekolah,alamat,kelurahan,status,kecamatan,kabupaten,jenjang
20278091,MTSS PERSIS LELES,Jl. Moch Ramdhan Kp. Leles Rt.06/12,Mekarsari,SWASTA,Ciparay,Kab. Bandung,dikdas
20278092,MTSS YPI AL-ISLAM,Jl. Raya Laswi Blok 508,Serangmekar,SWASTA,Ciparay,Kab. Bandung,dikdas
20278093,MTSS YPI CIKONENG,Jl. Raya Pacet No. 396 A Cikoneng Rt.01/04,Cikoneng,SWASTA,Ciparay,Kab. Bandung,dikdas
69927352,MTsSDarul Fitrah,Kp. Parigi Rt. 01/07 Ds. Ciparay,Babakan,SWASTA,Ciparay,Kab. Bandung,dikdas
69927351,Muhammadiyah 2 Sumbersari,Jl. Sumbersari No. 10 Kp. Bojongkalong Rt.02/02 Ds. Sumbersari,Babakan,SWASTA,Ciparay,Kab. Bandung,dikdas
20253258,SD AL MUNAWWAROH,Jongor Selatan Rt.003/Rw.014,Serangmekar,SWASTA,Ciparay,Kab. Bandung,dikdas
20228183,SD ANNIZHAMIYYAH,Jl. Laswi No. 516 Jongor,Serangmekar,SWASTA,Ciparay,Kab. Bandung,dikdas
20253792,SD IT AL-MADANI PRIMA,Komp. Perum Bumi Karya Ciparay,Bumiwangi,SWASTA,Ciparay,Kab. Bandung,dikdas
69971813,SD IT BINTANG ISLAM,Jl. Raya Pacet No 24B RT 4 RW 11 Sekesalam,Pakutandang,SWASTA,Ciparay,Kab. Bandung,dikdas
20206670,SD MUHAMMADIYAH 5,Kp Babakan,Babakan,SWASTA,Ciparay,Kab. Bandung,dikdas
70013280,SDIT ALAM INDAH,Kp. Calengka RT 02 RW 01,Bumiwangi,SWASTA,Ciparay,Kab. Bandung,dikdas
20206634,SDN ANDIR,Jl. Raya Pacet No. 57,Pakutandang,NEGERI,Ciparay,Kab. Bandung,dikdas
20206725,SDN BABAKAN 01,Kp Tonjong,Mekarlaksana,NEGERI,Ciparay,Kab. Bandung,dikdas
20206722,SDN BABAKAN 03,Jl. Bojongbungur,Babakan,NEGERI,Ciparay,Kab. Bandung,dikdas
20206946,SDN BARANANGSIANG,Komplek Baranangsiang Indah,Gunungleutik,NEGERI,Ciparay,Kab. Bandung,dikdas
20206940,SDN BARUJATI,Jl. Raya Pacet No. 162,Pakutandang,NEGERI,Ciparay,Kab. Bandung,dikdas
20207008,SDN BOJONG,Jln Parigi,Ciparay,NEGERI,Ciparay,Kab. Bandung,dikdas
20206865,SDN BOJONGNANGKA,Jl. Moch Ramdan No. 53 Mekarsari Ciparay,Mekarsari,NEGERI,Ciparay,Kab. Bandung,dikdas
20206899,SDN BUGEL 01,Kp Bugel,Pakutandang,NEGERI,Ciparay,Kab. Bandung,dikdas
20207969,SDN CALENGKA,Kp Calengka,Bumiwangi,NEGERI,Ciparay,Kab. Bandung,dikdas
20207958,SDN CANGRI,Jl Cangri,Manggungharja,NEGERI,Ciparay,Kab. Bandung,dikdas
20207922,SDN CIBULAN,Kp. Cibulan Ciparay,Babakan,NEGERI,Ciparay,Kab. Bandung,dikdas
20208235,SDN CIHEULANG 02,Jl Laswi No.569,Bumiwangi,NEGERI,Ciparay,Kab. Bandung,dikdas
20208233,SDN CIHEULANG 03,kp. ciheulang RT.01/09,Ciheulang,NEGERI,Ciparay,Kab. Bandung,dikdas
20208232,SDN CIHEULANG 04,Kp.ciheulang,Ciheulang,NEGERI,Ciparay,Kab. Bandung,dikdas
20208231,SDN CIHEULANG TONGGOH,Kp.ciheulang tonggoh,Ciheulang,NEGERI,Ciparay,Kab. Bandung,dikdas
20208130,SDN CIKONENG 01,Kp. Medallaksana Rt 2/9,Cikoneng,NEGERI,Ciparay,Kab. Bandung,dikdas
20208129,SDN CIKONENG 02,Kp Garduh Jl Raya Pacet,Sigaracipta,NEGERI,Ciparay,Kab. Bandung,dikdas
20208114,SDN CIKOPO 01,Jl Raya Laswi Kp Cikopo,Bumiwangi,NEGERI,Ciparay,Kab. Bandung,dikdas
20208113,SDN CIKOPO 02,Kp Cikopo,Bumiwangi,NEGERI,Ciparay,Kab. Bandung,dikdas
20207468,SDN CIPALABUAY,Kp. Cipalabuay,Sumbersari,NEGERI,Ciparay,Kab. Bandung,dikdas
20207455,SDN CIPARAY 01,Jl Pasar Timur Hujung,Ciparay,NEGERI,Ciparay,Kab. Bandung,dikdas
20207454,SDN CIPARAY 03,Tanjunglaya,Sarimahi,NEGERI,Ciparay,Kab. Bandung,dikdas
20207440,SDN CIPARAY 04,Jl.sapan,Sumbersari,NEGERI,Ciparay,Kab. Bandung,dikdas
20207438,SDN CIPARAY 06,Jl. Pasar Timur Ciparay- Hujung,Ciparay,NEGERI,Ciparay,Kab. Bandung,dikdas
20207437,SDN CIPARAY 07,Kp Babakan Cianjur,Sumbersari,NEGERI,Ciparay,Kab. Bandung,dikdas
20207519,SDN CIPONGPORANG,Kp. Cipongporang,Serangmekar,NEGERI,Ciparay,Kab. Bandung,dikdas
20207653,SDN DEWI SARTIKA,Kp Papak Serang No.88,Serangmekar,NEGERI,Ciparay,Kab. Bandung,dikdas
20207664,SDN GADIS 01,Jl. Toha Ramdan No. 25,Ciparay,NEGERI,Ciparay,Kab. Bandung,dikdas
20207651,SDN GADIS 02,Jl  Toha Ramdan No 25,Ciparay,NEGERI,Ciparay,Kab. Bandung,dikdas
20207706,SDN GENERASI MUDA 01,Jl. Raya Laswi No.423. Kp Cigugur Rt 04/06,Ciheulang,NEGERI,Ciparay,Kab. Bandung,dikdas
20207704,SDN GENERASI MUDA 02,Jl. Raya Laswi No.493,Ciheulang,NEGERI,Ciparay,Kab. Bandung,dikdas
20206622,SDN GUNUNGLEUTIK 02,Jalan Liosari No. 2,Gunungleutik,NEGERI,Ciparay,Kab. Bandung,dikdas
20205578,SDN GUNUNGLEUTIK 03,Jl.darta No.79,Gunungleutik,NEGERI,Ciparay,Kab. Bandung,dikdas
20205564,SDN GUNUNGLEUTIK 04,Jl. Paledang,Gunungleutik,NEGERI,Ciparay,Kab. Bandung,dikdas
20205574,SDN H.AGUS SALIM,Kp. Medallaksana,Cikoneng,NEGERI,Ciparay,Kab. Bandung,dikdas
20205530,SDN HAURCUCUK,Kp Haur Cucuk,Sumbersari,NEGERI,Ciparay,Kab. Bandung,dikdas
20205425,SDN KANGKARENG,Jl. Raya Rancakole,Cikoneng,NEGERI,Ciparay,Kab. Bandung,dikdas
20205511,SDN KEDOKAN,Kp. Kedokan,Babakan,NEGERI,Ciparay,Kab. Bandung,dikdas
20205635,SDN LIOMADUR,Jl. Pasir Madur Endah No. 129,Mekarlaksana,NEGERI,Ciparay,Kab. Bandung,dikdas
20205634,SDN LIOSARI,Kp.liosari,Gunungleutik,NEGERI,Ciparay,Kab. Bandung,dikdas
20205733,SDN MAGUNG 01,Jl Mokh Ramdan No 103,Mekarsari,NEGERI,Ciparay,Kab. Bandung,dikdas
20205720,SDN MAGUNG 02,Kp. Loasari,Mekarsari,NEGERI,Ciparay,Kab. Bandung,dikdas
20205719,SDN MAGUNG 03,Kp.cimariuk,Manggungharja,NEGERI,Ciparay,Kab. Bandung,dikdas
20205704,SDN MANGGUNGHARJA 01,Jl.  Cmariuk,Manggungharja,NEGERI,Ciparay,Kab. Bandung,dikdas
20205703,SDN MANGGUNGHARJA 02,Kp. Sukaharja Rt. 02 Rw. 15,Manggungharja,NEGERI,Ciparay,Kab. Bandung,dikdas
20205061,SDN MOKH RAMDAN 01,Jl Mokhamad Ramdan,Mekarsari,NEGERI,Ciparay,Kab. Bandung,dikdas
20205335,SDN PAKUTANDANG 01,Jl. Kadaleman No. 2 Kp. Barujati,Pakutandang,NEGERI,Ciparay,Kab. Bandung,dikdas
20205346,SDN PAKUTANDANG 02,Jl Raya Pacet Km 2 Barujati,Pakutandang,NEGERI,Ciparay,Kab. Bandung,dikdas
20205415,SDN PAMOYANAN,Jl. Rancabogo Ciparay,Sigaracipta,NEGERI,Ciparay,Kab. Bandung,dikdas
20205230,SDN PAPAKSERANG,Jl Papakserang,Serangmekar,NEGERI,Ciparay,Kab. Bandung,dikdas
20206236,SDN RANCAHEULANG,Rancaheulang,Mekarlaksana,NEGERI,Ciparay,Kab. Bandung,dikdas
20206278,SDN SAGARACIPTA,Sagaracipta,Sigaracipta,NEGERI,Ciparay,Kab. Bandung,dikdas
20206561,SDN SAPAN,Kp Sapan,Sumbersari,NEGERI,Ciparay,Kab. Bandung,dikdas
20206563,SDN SARIMAHI,Jln. Budikarya No. 94,Sarimahi,NEGERI,Ciparay,Kab. Bandung,dikdas
20206438,SDN SUKADANA,Sukadana,Manggungharja,NEGERI,Ciparay,Kab. Bandung,dikdas
20205985,SDN SUMBERSARI,Kp. Sapan,Sumbersari,NEGERI,Ciparay,Kab. Bandung,dikdas
20205874,SDN TANJUNGLAYA,Kp Tanjunglaya,Sarimahi,NEGERI,Ciparay,Kab. Bandung,dikdas
20227629,SMP AL BADAR CIPARAY,Jl. Laswi,Bumiwangi,SWASTA,Ciparay,Kab. Bandung,dikdas
20227620,SMP AL FAJAR CIPARAY,Jl.Laswi No 395 Cigugur,Ciheulang,SWASTA,Ciparay,Kab. Bandung,dikdas
20253177,SMP AL HIDAYAH SUTAM,Jl. Sutam Sumbersari  Rt 05 Rw 04,Sumbersari,SWASTA,Ciparay,Kab. Bandung,dikdas
70053264,SMP ISLAM AL MUNAWWAROH SAPAN,KP. SAPAN RT 05 RW 06,Sumbersari,SWASTA,Ciparay,Kab. Bandung,dikdas
69966357,SMP IT AL-MADANI PRIMA,Komp. Perum Bumikarya RT 05/06,Bumiwangi,SWASTA,Ciparay,Kab. Bandung,dikdas
20229239,SMP IT BAITUS SHOFAA,Kp. Marga Hurip 01/01 Ciheulang,Ciheulang,SWASTA,Ciparay,Kab. Bandung,dikdas
69981792,SMP IT NURUL HIKMAH,Kp. Sapan RT 07/ 07,Sumbersari,SWASTA,Ciparay,Kab. Bandung,dikdas
20269141,SMP IT THARIQ BIN ZIYAD,KP. Sukamahi RT 03 RW 06,Sigaracipta,SWASTA,Ciparay,Kab. Bandung,dikdas
20228273,SMP ITIKURIH HIBARNA,Jln. Raya Laswi  No. 782 Ciparay,Ciparay,SWASTA,Ciparay,Kab. Bandung,dikdas
20227670,SMP KP BABAKAN,"Jl. Raya Ciparay Rancakole KM. 6,0",Mekarlaksana,SWASTA,Ciparay,Kab. Bandung,dikdas
20206182,SMP KP CIPARAY,Jl. Raya Laswi Komplek Desa Manggungharja,Manggungharja,SWASTA,Ciparay,Kab. Bandung,dikdas
20228301,SMP MIKA BAKTI,Jl. Moh. Ramdan,Mekarsari,SWASTA,Ciparay,Kab. Bandung,dikdas
20206201,SMP MUHAMMADIYAH 2 CIPARAY,Jl. Laswi 597/633 Ciparay,Serangmekar,SWASTA,Ciparay,Kab. Bandung,dikdas
20228305,SMP MUHAMMADIYAH 7 SUMBERSARI,Jl. Sumbersari No. 10,Sumbersari,SWASTA,Ciparay,Kab. Bandung,dikdas
20206194,SMP PGRI 1 CIPARAY,Jl Laswi No. 493,Ciheulang,SWASTA,Ciparay,Kab. Bandung,dikdas
20227717,SMP PGRI 2 CIPARAY,Jl. Sukadana No. 30,Manggungharja,SWASTA,Ciparay,Kab. Bandung,dikdas
20267920,SMP PLUS ROBITOH,Jl. Raya Pacet No 128 Sekesalam,Pakutandang,SWASTA,Ciparay,Kab. Bandung,dikdas
20228368,SMP TERPADU BAITURRAHMAN,Jl. Rancakole Kamp.bojong,Cikoneng,SWASTA,Ciparay,Kab. Bandung,dikdas
20227762,SMP TUNAS BARU CIPARAY,Jl. Raya Laswi - Ciparay No.492,Gunungleutik,SWASTA,Ciparay,Kab. Bandung,dikdas
20227763,SMP TUNAS PEMBANGUNAN,Jl. Raya Pacet No. 162,Pakutandang,SWASTA,Ciparay,Kab. Bandung,dikdas
20227798,SMP YAPI AL HUSAENI,Kp. Lebakbiru  Rt. 04 Rw. 11,Ciheulang,SWASTA,Ciparay,Kab. Bandung,dikdas
20227783,SMP YPI CIPARAY,Jl. Raya Pacet No. 396,Cikoneng,SWASTA,Ciparay,Kab. Bandung,dikdas
20206040,SMPN 1 CIPARAY,Jln. Laswi No. 809 Manggungharja,Manggungharja,NEGERI,Ciparay,Kab. Bandung,dikdas
20206104,SMPN 2 CIPARAY,Jl. Sumbersari,Sumbersari,NEGERI,Ciparay,Kab. Bandung,dikdas
20206098,SMPN 3 CIPARAY,Jl. Rancakole No. 75 Ciparay,Mekarlaksana,NEGERI,Ciparay,Kab. Bandung,dikdas
69956145,An-Na iim,Jl. Cilebak Rt. 03 Rw. 02,Rancamanyar,SWASTA,Baleendah,Kab. Bandung,dikdas
69955911,An-Nur,Kp. Sindang Sari Rt.07 Rw.15,Manggahang,SWASTA,Baleendah,Kab. Bandung,dikdas
69955912,Kharisma Nusantara,Jl. Raya Andir No.216 Rt.10 Rw.3,Andir,SWASTA,Baleendah,Kab. Bandung,dikdas
70043524,MI AL AZHAR 2,Jl.Mekarsari Rt.06 Rw 23,Baleendah,SWASTA,Baleendah,Kab. Bandung,dikdas
70043521,MI ASY SYIFA AULIA,Kp. Cupu Rt 02 Rw 08,Rancamanyar,SWASTA,Baleendah,Kab. Bandung,dikdas
60707717,MIS AL-HIDAYAH,Jl. Mulyasari RT 01/19,Baleendah,SWASTA,Baleendah,Kab. Bandung,dikdas
60726878,MIS AN-NUR,Kp. Sindang Sari RT 07 / RW 15,Baleendah,SWASTA,Baleendah,Kab. Bandung,dikdas
60707718,MIS BAITUL HUDA,Jl. H. Mulya Kp. Mekarsari Rt. 02/09,Baleendah,SWASTA,Baleendah,Kab. Bandung,dikdas
69982928,MIS BUSTANUL ARIPIN,KP. BOJONG KONENG,Rancamanyar,SWASTA,Baleendah,Kab. Bandung,dikdas
70049892,MIS MALAHAYATI,KP RANCAMANUK,Kec. Baleendah,SWASTA,Baleendah,Kab. Bandung,dikdas
60707716,MIS MATHLAUL HUDA,Jln.Cempaka Raya Samping Komplek Perumahan Bumi Sari Indah(BSI) RT.02 RW.16,Baleendah,SWASTA,Baleendah,Kab. Bandung,dikdas
60707715,MIS NURUL HUDA,Baleendah,Andir,SWASTA,Baleendah,Kab. Bandung,dikdas
60726879,MIS NURUSSALAM SM,Kp mekarsari 01/23 kec. baleendah kel. baleendah kab. bandung,Baleendah,SWASTA,Baleendah,Kab. Bandung,dikdas
60707719,MIS PERSIS NO. 8 PAMEUTINGAN,Kp. Pameutingan RT. 01 RW. 09 Kec. Baleendah Kab. Bandung,Malakasari,SWASTA,Baleendah,Kab. Bandung,dikdas
69886327,MIS Plus Kharisma Nusantara,Baleendah,Baleendah,SWASTA,Baleendah,Kab. Bandung,dikdas
70048159,MIS PULPEN,Jl. Laswi Kp. Baru Pasar Kamis Rt 05 Rw 18,Kec. Baleendah,SWASTA,Baleendah,Kab. Bandung,dikdas
69982930,MIS SEKOLAH ALAM GAHARU,BLOK SIPATAHUNAN,Baleendah,SWASTA,Baleendah,Kab. Bandung,dikdas
70029599,MTs An-Na`iim,Kp. Cilebak Jl. Saketi RT/RW 003/002,Rancamanyar,SWASTA,Baleendah,Kab. Bandung,dikdas
70048682,MTS HANNAKI,Kp. Kulalet Rt.004/Rw.008,Kec. Baleendah,SWASTA,Baleendah,Kab. Bandung,dikdas
70045454,MTS SEKOLAH ALAM GAHARU,Jl.Rd. T. Endung Suria Putra I Rt 01 Rw 16,Kec. Baleendah,SWASTA,Baleendah,Kab. Bandung,dikdas
20278051,MTSS AL-IHSAN,Jl. Adipati Agung No.40 Rt. 01 Rw. 17,Baleendah,SWASTA,Baleendah,Kab. Bandung,dikdas
20278052,MTSS AS-SALAM,Kp. Rancamanuk Rt.01/13,Rancamanyar,SWASTA,Baleendah,Kab. Bandung,dikdas
20278060,MTSS AS-SOLEHHIYAH,Kp. Mekarsari Rt.01/23,Baleendah,SWASTA,Baleendah,Kab. Bandung,dikdas
60727356,MTSS MATHLAUL HUDA,Jl. Cimuncang No.01 Pasarkemis,Manggahang,SWASTA,Baleendah,Kab. Bandung,dikdas
20278053,MTSS YPBS BAITUL IKHLAS,Jl Anggadireja Kp. Mulyasari,Andir,SWASTA,Baleendah,Kab. Bandung,dikdas
69968271,SD AL-AMANAH,Jl. Prima Raya III C.15 No. 3,Malakasari,SWASTA,Baleendah,Kab. Bandung,dikdas
20228118,SD AL-MABRUR,Jl.Patrol V Kavling 2 - 4,Baleendah,SWASTA,Baleendah,Kab. Bandung,dikdas
20252437,SD AR RAFI` DRAJAT,Jl. Raya Banjaran No.173 A Km.12,Andir,SWASTA,Baleendah,Kab. Bandung,dikdas
20227585,SD INDRIYASANA,Jl.Laswi No.56 B Baleendah,Baleendah,SWASTA,Baleendah,Kab. Bandung,dikdas
69973148,SD IT AZ-ZAHRA,Kp. Bojong Sayang RT 03 RW 4,Rancamanyar,SWASTA,Baleendah,Kab. Bandung,dikdas
69954834,SD IT BHAKTI PERTIWI,JL. MEKARSARI RT 06 RW 22,Baleendah,SWASTA,Baleendah,Kab. Bandung,dikdas
70052209,SD IT Tunas Harapan,"Komplek Rancamas Asri Blok C No. 29 RT 011, RW 019",Rancamanyar,SWASTA,Baleendah,Kab. Bandung,dikdas
69973316,SD IT USWATUN HASANAH,Jl. Raya Laswi Cipicung RT 03/03,Manggahang,SWASTA,Baleendah,Kab. Bandung,dikdas
20206633,SD MUHAMMADIYAH 4,Jl. Bojongmalaka No. 131,Bojongmalaka,SWASTA,Baleendah,Kab. Bandung,dikdas
69955528,SD WIDURI,Jl. Adikusumah Balesarakan RT 01/17,Baleendah,SWASTA,Baleendah,Kab. Bandung,dikdas
20254184,SDIT FITHRAH INSANI 2,Jl.Laswi No. 177A,Manggahang,SWASTA,Baleendah,Kab. Bandung,dikdas
70054005,SDIT Hamidah Sampurna,Jl. Raya Siliwangi Manggahang,Manggahang,SWASTA,Baleendah,Kab. Bandung,dikdas
70054689,SDIT Santiniketan,"Jl. Adipati Agung No.40, Rt.01 Rw.17 Baleendah, Kec. Baleendah, Kabupaten Bandun",Baleendah,SWASTA,Baleendah,Kab. Bandung,dikdas
20206635,SDN ANDIR 01,Kp. Jambatan,Andir,NEGERI,Baleendah,Kab. Bandung,dikdas
20206644,SDN ANDIR 02,Kp. Sukamelang,Andir,NEGERI,Baleendah,Kab. Bandung,dikdas
20227515,SDN BALEENDAH,Jl. Situ Sipatahunan RT 05 RW 05,Baleendah,NEGERI,Baleendah,Kab. Bandung,dikdas
20206969,SDN BALEENDAH 02,Jl.situsipatahunan,Baleendah,NEGERI,Baleendah,Kab. Bandung,dikdas
20206967,SDN BALEENDAH 04,Jl.situsipatahunan,Baleendah,NEGERI,Baleendah,Kab. Bandung,dikdas
20206839,SDN BOJONGMALAKA 01,Bojongmalaka,Bojongmalaka,NEGERI,Baleendah,Kab. Bandung,dikdas
20206866,SDN BOJONGMALAKA 02,Bojongmalaka,Bojongmalaka,NEGERI,Baleendah,Kab. Bandung,dikdas
20206908,SDN BUKITMULYA,Kp. Bukitmulya,Manggahang,NEGERI,Baleendah,Kab. Bandung,dikdas
20207987,SDN CANGKRING 01,Kp. Nangerang Rt.05 Rw 003,Jelekong,NEGERI,Baleendah,Kab. Bandung,dikdas
20207986,SDN CANGKRING 02,Jl. Laswi No.305,Wargamekar,NEGERI,Baleendah,Kab. Bandung,dikdas
20207984,SDN CANGKRING 03,Kp.Ciparia,Wargamekar,NEGERI,Baleendah,Kab. Bandung,dikdas
20207983,SDN CANGKRING 04,Jl. Raya Laswi No. 251 RT 02 RW 15,Jelekong,NEGERI,Baleendah,Kab. Bandung,dikdas
20207982,SDN CANGKRING 05,Jl. Laswi No.305,Wargamekar,NEGERI,Baleendah,Kab. Bandung,dikdas
20208034,SDN CIBADAK 01,Kp. Cibadak,Andir,NEGERI,Baleendah,Kab. Bandung,dikdas
20208032,SDN CIBADAK 02,Jl. Cibadak,Andir,NEGERI,Baleendah,Kab. Bandung,dikdas
20208031,SDN CIBADAK 03,KP. Ciodeng I Jl.Katapang-Andir Kec.Baleendah Kabupaten Bandung 40375,Andir,NEGERI,Baleendah,Kab. Bandung,dikdas
20207607,SDN CIMUNCANG,Kp. Cimuncang,Manggahang,NEGERI,Baleendah,Kab. Bandung,dikdas
20207598,SDN CIODENG,Jl.terusan Andir,Bojongmalaka,NEGERI,Baleendah,Kab. Bandung,dikdas
20207503,SDN CIPTAKARYA,Kp.Cipicung Rt 08 Rw 02,Baleendah,NEGERI,Baleendah,Kab. Bandung,dikdas
20207488,SDN CIPTAWINAYA,Jl. Terusan Siliwangi No.47 Cipicung,Manggahang,NEGERI,Baleendah,Kab. Bandung,dikdas
20207631,SDN GALIHPAWARTI,Jl. Kujang No.24,Baleendah,NEGERI,Baleendah,Kab. Bandung,dikdas
20207722,SDN GIRIHARJA,Kp.giriharja,Jelekong,NEGERI,Baleendah,Kab. Bandung,dikdas
20207718,SDN GIRIMEKAR,Kp. Gugunungan,Jelekong,NEGERI,Baleendah,Kab. Bandung,dikdas
20205621,SDN JATI 01,Kp. Parunghalang,Andir,NEGERI,Baleendah,Kab. Bandung,dikdas
20205619,SDN JATI 02,Kp. Parunghalang,Andir,NEGERI,Baleendah,Kab. Bandung,dikdas
20205617,SDN JATI 03,Kp. Parunghalang,Andir,NEGERI,Baleendah,Kab. Bandung,dikdas
20205585,SDN JATIMEKAR,Jl. Raya Andir Kp. Jatimekar,Bojongmalaka,NEGERI,Baleendah,Kab. Bandung,dikdas
20205580,SDN JATISARI,Kp. Cimuncang,Manggahang,NEGERI,Baleendah,Kab. Bandung,dikdas
20205579,SDN JELEKONG,Kp.jelekong,Jelekong,NEGERI,Baleendah,Kab. Bandung,dikdas
20228142,SDN KAWUNGSARI,Kp.kawungsari,Wargamekar,NEGERI,Baleendah,Kab. Bandung,dikdas
20205516,SDN KAWUNGSARIGIRANG,Kp. Kawungsari Girang RT 02 RW 08,Wargamekar,NEGERI,Baleendah,Kab. Bandung,dikdas
20205772,SDN KORPRI 01,Jl. Adipati Kertamanah No.59,Baleendah,NEGERI,Baleendah,Kab. Bandung,dikdas
20205759,SDN KORPRI 02,Jl. Adipati Kertamanah No.59,Baleendah,NEGERI,Baleendah,Kab. Bandung,dikdas
20205758,SDN KORPRI 03,Jl.adipatikertamanah No.59,Baleendah,NEGERI,Baleendah,Kab. Bandung,dikdas
20205737,SDN KULALET 01,Jl. Raya Banjaran Km. 11 No. 212,Andir,NEGERI,Baleendah,Kab. Bandung,dikdas
20205736,SDN KULALET 02,Jl.Raya Banjaran No.212,Andir,NEGERI,Baleendah,Kab. Bandung,dikdas
20228149,SDN MALAKASARI,Kp. Bojongcibodas Baleendah,Malakasari,NEGERI,Baleendah,Kab. Bandung,dikdas
20205707,SDN MANGGAHANG 01,Jl. Laswi No. 161,Manggahang,NEGERI,Baleendah,Kab. Bandung,dikdas
20205706,SDN MANGGAHANG 02,Jl. Raya Laswi No. 86,Manggahang,NEGERI,Baleendah,Kab. Bandung,dikdas
20205705,SDN MANGGAHANG 03,Jl. Laswi No.157 RT. 09 RW. 05,Manggahang,NEGERI,Baleendah,Kab. Bandung,dikdas
20205137,SDN MARGALUYU,Kp. Curug,Wargamekar,NEGERI,Baleendah,Kab. Bandung,dikdas
20205197,SDN MEKARSARI,JL. R.A.A. WIRANATAKUSUMAH,Baleendah,NEGERI,Baleendah,Kab. Bandung,dikdas
20205063,SDN MUNJUL,Kp.Pasarkemis,Manggahang,NEGERI,Baleendah,Kab. Bandung,dikdas
20206337,SDN PASIRPAROS,Jl.kiastramanggala Rt 03 Rw 12,Baleendah,NEGERI,Baleendah,Kab. Bandung,dikdas
20206307,SDN RANCAMANYAR 01,Kp.Bojongkukun,Rancamanyar,NEGERI,Baleendah,Kab. Bandung,dikdas
20206306,SDN RANCAMANYAR 02,Jl. Raya Penclut No.26,Rancamanyar,NEGERI,Baleendah,Kab. Bandung,dikdas
20206305,SDN RANCAMANYAR 03,Jl.cilebak,Rancamanyar,NEGERI,Baleendah,Kab. Bandung,dikdas
20228171,SDN RANCAMANYAR 06,Jl. Raya Penclut,Rancamanyar,NEGERI,Baleendah,Kab. Bandung,dikdas
70052986,SDN RANCAMANYAR 07,KP. NUSA,Rancamanyar,NEGERI,Baleendah,Kab. Bandung,dikdas
20206323,SDN RANCAPANJANG,Kp.babakan,Rancamanyar,NEGERI,Baleendah,Kab. Bandung,dikdas
20205701,SDN RD. MANGKUDIKUSUMAH,Jl.laswi No.68,Wargamekar,NEGERI,Baleendah,Kab. Bandung,dikdas
20206300,SDN RIUNGGUNUNG,Jl. Cimuncang,Manggahang,NEGERI,Baleendah,Kab. Bandung,dikdas
20206562,SDN SARIMALAKA,Kp.pameutingan,Malakasari,NEGERI,Baleendah,Kab. Bandung,dikdas
20206617,SDN SINDANGSARI,Kp.Sindangsari,Manggahang,NEGERI,Baleendah,Kab. Bandung,dikdas
20206594,SDN SIPATAHUNAN,Jl. Mekarsari No.03,Baleendah,NEGERI,Baleendah,Kab. Bandung,dikdas
20206520,SDN SUKAJADI,Kp. Sukajadi,Jelekong,NEGERI,Baleendah,Kab. Bandung,dikdas
20205956,SDN SUKAMULYA,Kp. Rancamanuk Rt. 03 Rw. 13,Wargamekar,NEGERI,Baleendah,Kab. Bandung,dikdas
69955910,Sekolah Cinta Ilmu,"Jl. Raya Laswi No.316, Kp. Kawungsari Rt 03/11",Wargamekar,SWASTA,Baleendah,Kab. Bandung,dikdas
69956144,Sekolah Cinta Ilmu,"Jl. Laswi No.316, Kawungsari Hilir",Wargamekar,SWASTA,Baleendah,Kab. Bandung,dikdas
20227627,SMP AL QONA AH,Jl. Giriharja No.41,Jelekong,SWASTA,Baleendah,Kab. Bandung,dikdas
20227646,SMP BINA NEGARA 2,Jln. Raya Andir No.216 Rt.10 Rw.03,Andir,SWASTA,Baleendah,Kab. Bandung,dikdas
20227637,SMP BPPI BALEENDAH,Jl. Adipati Agung No. 23,Baleendah,SWASTA,Baleendah,Kab. Bandung,dikdas
20252491,SMP GEMAH BALEENDAH,Jl. Laswi Giriharja No. 3 RT. 01 RW. 03,Jelekong,SWASTA,Baleendah,Kab. Bandung,dikdas
20252885,SMP HARAPAN BANGSA,Jl.puradinata No.66,Baleendah,SWASTA,Baleendah,Kab. Bandung,dikdas
70036397,SMP IT Darul Majid,Jl. Raya Laswi No.10 RT.02 RW.10,Wargamekar,SWASTA,Baleendah,Kab. Bandung,dikdas
60726650,SMP IT FITHRAH INSANI 2,JL. LASWI NO. 177 B,Manggahang,SWASTA,Baleendah,Kab. Bandung,dikdas
20206183,SMP KP 1 BALEENDAH,Jl. Adipati Agung No. 32,Baleendah,SWASTA,Baleendah,Kab. Bandung,dikdas
20227698,SMP MUHAMMADIYAH 6 BALEENDAH,"Jl. Jatimekar, Bojongmalaka, Kec. Baleendah, Bandung, Jawa Barat 40375",Bojongmalaka,SWASTA,Baleendah,Kab. Bandung,dikdas
20227707,SMP MUTIARA SANDI,Jl. Raya Laswi No. 345,Manggahang,SWASTA,Baleendah,Kab. Bandung,dikdas
20227722,SMP PGRI BALEENDAH,Jl. Tpa Wagamekar,Wargamekar,SWASTA,Baleendah,Kab. Bandung,dikdas
20252481,SMP PLUS AL ISTIQOMAH,Jl. Laswi Cipeuteuy-Baleendah Rt. 01/04,Baleendah,SWASTA,Baleendah,Kab. Bandung,dikdas
70007899,SMP PRIMA CENDEKIA ISLAMI,Komp.Griya Prima Asri Jl. Prima Raya A No.1,Malakasari,SWASTA,Baleendah,Kab. Bandung,dikdas
20269142,SMP RANCAMANYAR,Jalan Bojong Sayang No. 27 Rt.02 Rw.04,Rancamanyar,SWASTA,Baleendah,Kab. Bandung,dikdas
20227752,SMP STMC 4245 BALEENDAH,Jl Adikusumah N0. 26,Baleendah,SWASTA,Baleendah,Kab. Bandung,dikdas
